O_Code,O_Name,D_Name,D_Code,Commuters
E02001509,Barnsley 001,Barnsley 001,E02001509,206
E02001510,Barnsley 002,Barnsley 001,E02001509,101
E02001511,Barnsley 003,Barnsley 001,E02001509,15
E02001512,Barnsley 004,Barnsley 001,E02001509,11
E02001513,Barnsley 005,Barnsley 001,E02001509,12
E02001514,Barnsley 006,Barnsley 001,E02001509,7
E02001515,Barnsley 007,Barnsley 001,E02001509,25
E02001516,Barnsley 008,Barnsley 001,E02001509,11
E02001517,Barnsley 009,Barnsley 001,E02001509,29
E02001518,Barnsley 010,Barnsley 001,E02001509,24
E02001519,Barnsley 011,Barnsley 001,E02001509,7
E02001520,Barnsley 012,Barnsley 001,E02001509,28
E02001521,Barnsley 013,Barnsley 001,E02001509,30
E02001523,Barnsley 015,Barnsley 001,E02001509,8
E02001524,Barnsley 016,Barnsley 001,E02001509,10
E02001525,Barnsley 017,Barnsley 001,E02001509,11
E02001526,Barnsley 018,Barnsley 001,E02001509,10
E02001527,Barnsley 019,Barnsley 001,E02001509,8
E02001528,Barnsley 020,Barnsley 001,E02001509,6
E02001529,Barnsley 021,Barnsley 001,E02001509,11
E02001530,Barnsley 022,Barnsley 001,E02001509,1
E02001531,Barnsley 023,Barnsley 001,E02001509,6
E02001532,Barnsley 024,Barnsley 001,E02001509,10
E02001533,Barnsley 025,Barnsley 001,E02001509,2
E02001534,Barnsley 026,Barnsley 001,E02001509,6
E02001535,Barnsley 027,Barnsley 001,E02001509,4
E02001536,Barnsley 028,Barnsley 001,E02001509,5
E02001537,Barnsley 029,Barnsley 001,E02001509,5
E02001538,Barnsley 030,Barnsley 001,E02001509,4
E02001541,Doncaster 003,Barnsley 001,E02001509,1
E02001558,Doncaster 020,Barnsley 001,E02001509,1
E02001559,Doncaster 021,Barnsley 001,E02001509,1
E02001566,Doncaster 028,Barnsley 001,E02001509,1
E02001573,Doncaster 035,Barnsley 001,E02001509,1
E02001578,Rotherham 001,Barnsley 001,E02001509,4
E02001584,Rotherham 007,Barnsley 001,E02001509,1
E02001591,Rotherham 014,Barnsley 001,E02001509,1
E02001592,Rotherham 015,Barnsley 001,E02001509,3
E02001595,Rotherham 018,Barnsley 001,E02001509,1
E02001606,Rotherham 029,Barnsley 001,E02001509,1
E02001610,Rotherham 033,Barnsley 001,E02001509,1
E02001611,Sheffield 001,Barnsley 001,E02001509,1
E02001613,Sheffield 003,Barnsley 001,E02001509,1
E02001616,Sheffield 006,Barnsley 001,E02001509,3
E02001618,Sheffield 008,Barnsley 001,E02001509,1
E02001629,Sheffield 019,Barnsley 001,E02001509,1
E02001634,Sheffield 024,Barnsley 001,E02001509,2
E02001648,Sheffield 038,Barnsley 001,E02001509,2
E02001652,Sheffield 042,Barnsley 001,E02001509,1
E02001656,Sheffield 046,Barnsley 001,E02001509,1
E02001662,Sheffield 052,Barnsley 001,E02001509,1
E02001665,Sheffield 055,Barnsley 001,E02001509,1
E02001671,Sheffield 061,Barnsley 001,E02001509,1
E02001680,Sheffield 070,Barnsley 001,E02001509,1
E02006803,Sheffield 072,Barnsley 001,E02001509,2
E02006844,Sheffield 074,Barnsley 001,E02001509,1
E02001509,Barnsley 001,Barnsley 002,E02001510,172
E02001510,Barnsley 002,Barnsley 002,E02001510,278
E02001511,Barnsley 003,Barnsley 002,E02001510,111
E02001512,Barnsley 004,Barnsley 002,E02001510,84
E02001513,Barnsley 005,Barnsley 002,E02001510,78
E02001514,Barnsley 006,Barnsley 002,E02001510,95
E02001515,Barnsley 007,Barnsley 002,E02001510,237
E02001516,Barnsley 008,Barnsley 002,E02001510,126
E02001517,Barnsley 009,Barnsley 002,E02001510,186
E02001518,Barnsley 010,Barnsley 002,E02001510,143
E02001519,Barnsley 011,Barnsley 002,E02001510,123
E02001520,Barnsley 012,Barnsley 002,E02001510,94
E02001521,Barnsley 013,Barnsley 002,E02001510,138
E02001522,Barnsley 014,Barnsley 002,E02001510,16
E02001523,Barnsley 015,Barnsley 002,E02001510,89
E02001524,Barnsley 016,Barnsley 002,E02001510,22
E02001525,Barnsley 017,Barnsley 002,E02001510,68
E02001526,Barnsley 018,Barnsley 002,E02001510,59
E02001527,Barnsley 019,Barnsley 002,E02001510,57
E02001528,Barnsley 020,Barnsley 002,E02001510,69
E02001529,Barnsley 021,Barnsley 002,E02001510,72
E02001530,Barnsley 022,Barnsley 002,E02001510,17
E02001531,Barnsley 023,Barnsley 002,E02001510,41
E02001532,Barnsley 024,Barnsley 002,E02001510,29
E02001533,Barnsley 025,Barnsley 002,E02001510,17
E02001534,Barnsley 026,Barnsley 002,E02001510,48
E02001535,Barnsley 027,Barnsley 002,E02001510,12
E02001536,Barnsley 028,Barnsley 002,E02001510,39
E02001537,Barnsley 029,Barnsley 002,E02001510,26
E02001538,Barnsley 030,Barnsley 002,E02001510,28
E02001542,Doncaster 004,Barnsley 002,E02001510,2
E02001543,Doncaster 005,Barnsley 002,E02001510,3
E02001547,Doncaster 009,Barnsley 002,E02001510,2
E02001551,Doncaster 013,Barnsley 002,E02001510,1
E02001552,Doncaster 014,Barnsley 002,E02001510,2
E02001553,Doncaster 015,Barnsley 002,E02001510,2
E02001554,Doncaster 016,Barnsley 002,E02001510,1
E02001558,Doncaster 020,Barnsley 002,E02001510,2
E02001559,Doncaster 021,Barnsley 002,E02001510,2
E02001560,Doncaster 022,Barnsley 002,E02001510,4
E02001562,Doncaster 024,Barnsley 002,E02001510,1
E02001564,Doncaster 026,Barnsley 002,E02001510,1
E02001565,Doncaster 027,Barnsley 002,E02001510,5
E02001566,Doncaster 028,Barnsley 002,E02001510,3
E02001568,Doncaster 030,Barnsley 002,E02001510,1
E02001569,Doncaster 031,Barnsley 002,E02001510,2
E02001570,Doncaster 032,Barnsley 002,E02001510,3
E02001571,Doncaster 033,Barnsley 002,E02001510,1
E02001572,Doncaster 034,Barnsley 002,E02001510,2
E02001573,Doncaster 035,Barnsley 002,E02001510,5
E02001575,Doncaster 037,Barnsley 002,E02001510,1
E02001576,Doncaster 038,Barnsley 002,E02001510,1
E02001578,Rotherham 001,Barnsley 002,E02001510,10
E02001579,Rotherham 002,Barnsley 002,E02001510,9
E02001580,Rotherham 003,Barnsley 002,E02001510,6
E02001581,Rotherham 004,Barnsley 002,E02001510,2
E02001582,Rotherham 005,Barnsley 002,E02001510,1
E02001584,Rotherham 007,Barnsley 002,E02001510,1
E02001585,Rotherham 008,Barnsley 002,E02001510,1
E02001586,Rotherham 009,Barnsley 002,E02001510,3
E02001587,Rotherham 010,Barnsley 002,E02001510,2
E02001588,Rotherham 011,Barnsley 002,E02001510,2
E02001591,Rotherham 014,Barnsley 002,E02001510,1
E02001592,Rotherham 015,Barnsley 002,E02001510,2
E02001593,Rotherham 016,Barnsley 002,E02001510,1
E02001595,Rotherham 018,Barnsley 002,E02001510,1
E02001596,Rotherham 019,Barnsley 002,E02001510,1
E02001597,Rotherham 020,Barnsley 002,E02001510,1
E02001598,Rotherham 021,Barnsley 002,E02001510,1
E02001599,Rotherham 022,Barnsley 002,E02001510,2
E02001600,Rotherham 023,Barnsley 002,E02001510,1
E02001602,Rotherham 025,Barnsley 002,E02001510,1
E02001605,Rotherham 028,Barnsley 002,E02001510,1
E02001607,Rotherham 030,Barnsley 002,E02001510,1
E02001610,Rotherham 033,Barnsley 002,E02001510,1
E02001611,Sheffield 001,Barnsley 002,E02001510,2
E02001612,Sheffield 002,Barnsley 002,E02001510,1
E02001613,Sheffield 003,Barnsley 002,E02001510,9
E02001614,Sheffield 004,Barnsley 002,E02001510,3
E02001615,Sheffield 005,Barnsley 002,E02001510,3
E02001618,Sheffield 008,Barnsley 002,E02001510,1
E02001619,Sheffield 009,Barnsley 002,E02001510,2
E02001622,Sheffield 012,Barnsley 002,E02001510,2
E02001625,Sheffield 015,Barnsley 002,E02001510,1
E02001626,Sheffield 016,Barnsley 002,E02001510,3
E02001630,Sheffield 020,Barnsley 002,E02001510,3
E02001633,Sheffield 023,Barnsley 002,E02001510,2
E02001634,Sheffield 024,Barnsley 002,E02001510,4
E02001643,Sheffield 033,Barnsley 002,E02001510,2
E02001651,Sheffield 041,Barnsley 002,E02001510,2
E02001653,Sheffield 043,Barnsley 002,E02001510,1
E02001654,Sheffield 044,Barnsley 002,E02001510,1
E02001657,Sheffield 047,Barnsley 002,E02001510,1
E02001659,Sheffield 049,Barnsley 002,E02001510,1
E02001660,Sheffield 050,Barnsley 002,E02001510,2
E02001663,Sheffield 053,Barnsley 002,E02001510,2
E02001664,Sheffield 054,Barnsley 002,E02001510,1
E02001665,Sheffield 055,Barnsley 002,E02001510,2
E02001666,Sheffield 056,Barnsley 002,E02001510,1
E02001673,Sheffield 063,Barnsley 002,E02001510,1
E02001675,Sheffield 065,Barnsley 002,E02001510,1
E02001676,Sheffield 066,Barnsley 002,E02001510,1
E02001678,Sheffield 068,Barnsley 002,E02001510,1
E02001679,Sheffield 069,Barnsley 002,E02001510,2
E02006868,Sheffield 075,Barnsley 002,E02001510,1
E02001509,Barnsley 001,Barnsley 003,E02001511,15
E02001510,Barnsley 002,Barnsley 003,E02001511,15
E02001511,Barnsley 003,Barnsley 003,E02001511,153
E02001512,Barnsley 004,Barnsley 003,E02001511,6
E02001513,Barnsley 005,Barnsley 003,E02001511,10
E02001514,Barnsley 006,Barnsley 003,E02001511,46
E02001515,Barnsley 007,Barnsley 003,E02001511,14
E02001516,Barnsley 008,Barnsley 003,E02001511,52
E02001517,Barnsley 009,Barnsley 003,E02001511,16
E02001518,Barnsley 010,Barnsley 003,E02001511,14
E02001519,Barnsley 011,Barnsley 003,E02001511,31
E02001520,Barnsley 012,Barnsley 003,E02001511,13
E02001521,Barnsley 013,Barnsley 003,E02001511,15
E02001522,Barnsley 014,Barnsley 003,E02001511,6
E02001523,Barnsley 015,Barnsley 003,E02001511,11
E02001524,Barnsley 016,Barnsley 003,E02001511,2
E02001525,Barnsley 017,Barnsley 003,E02001511,4
E02001526,Barnsley 018,Barnsley 003,E02001511,10
E02001527,Barnsley 019,Barnsley 003,E02001511,1
E02001528,Barnsley 020,Barnsley 003,E02001511,9
E02001529,Barnsley 021,Barnsley 003,E02001511,15
E02001530,Barnsley 022,Barnsley 003,E02001511,3
E02001531,Barnsley 023,Barnsley 003,E02001511,4
E02001532,Barnsley 024,Barnsley 003,E02001511,7
E02001533,Barnsley 025,Barnsley 003,E02001511,1
E02001534,Barnsley 026,Barnsley 003,E02001511,6
E02001535,Barnsley 027,Barnsley 003,E02001511,4
E02001536,Barnsley 028,Barnsley 003,E02001511,8
E02001537,Barnsley 029,Barnsley 003,E02001511,3
E02001538,Barnsley 030,Barnsley 003,E02001511,6
E02001544,Doncaster 006,Barnsley 003,E02001511,2
E02001547,Doncaster 009,Barnsley 003,E02001511,1
E02001554,Doncaster 016,Barnsley 003,E02001511,1
E02001556,Doncaster 018,Barnsley 003,E02001511,1
E02001558,Doncaster 020,Barnsley 003,E02001511,1
E02001559,Doncaster 021,Barnsley 003,E02001511,1
E02001566,Doncaster 028,Barnsley 003,E02001511,1
E02001571,Doncaster 033,Barnsley 003,E02001511,1
E02001577,Doncaster 039,Barnsley 003,E02001511,2
E02001578,Rotherham 001,Barnsley 003,E02001511,2
E02001579,Rotherham 002,Barnsley 003,E02001511,1
E02001580,Rotherham 003,Barnsley 003,E02001511,3
E02001582,Rotherham 005,Barnsley 003,E02001511,1
E02001584,Rotherham 007,Barnsley 003,E02001511,1
E02001590,Rotherham 013,Barnsley 003,E02001511,2
E02001591,Rotherham 014,Barnsley 003,E02001511,1
E02001594,Rotherham 017,Barnsley 003,E02001511,2
E02001595,Rotherham 018,Barnsley 003,E02001511,1
E02001598,Rotherham 021,Barnsley 003,E02001511,1
E02001600,Rotherham 023,Barnsley 003,E02001511,1
E02001602,Rotherham 025,Barnsley 003,E02001511,1
E02001604,Rotherham 027,Barnsley 003,E02001511,1
E02001613,Sheffield 003,Barnsley 003,E02001511,1
E02001614,Sheffield 004,Barnsley 003,E02001511,2
E02001618,Sheffield 008,Barnsley 003,E02001511,1
E02001620,Sheffield 010,Barnsley 003,E02001511,2
E02001626,Sheffield 016,Barnsley 003,E02001511,1
E02001632,Sheffield 022,Barnsley 003,E02001511,1
E02001639,Sheffield 029,Barnsley 003,E02001511,1
E02001646,Sheffield 036,Barnsley 003,E02001511,1
E02001649,Sheffield 039,Barnsley 003,E02001511,1
E02001650,Sheffield 040,Barnsley 003,E02001511,2
E02001651,Sheffield 041,Barnsley 003,E02001511,1
E02001653,Sheffield 043,Barnsley 003,E02001511,1
E02001657,Sheffield 047,Barnsley 003,E02001511,1
E02001660,Sheffield 050,Barnsley 003,E02001511,1
E02001662,Sheffield 052,Barnsley 003,E02001511,1
E02001669,Sheffield 059,Barnsley 003,E02001511,1
E02001671,Sheffield 061,Barnsley 003,E02001511,1
E02001681,Sheffield 071,Barnsley 003,E02001511,1
E02006844,Sheffield 074,Barnsley 003,E02001511,1
E02001509,Barnsley 001,Barnsley 004,E02001512,50
E02001510,Barnsley 002,Barnsley 004,E02001512,41
E02001511,Barnsley 003,Barnsley 004,E02001512,12
E02001512,Barnsley 004,Barnsley 004,E02001512,337
E02001513,Barnsley 005,Barnsley 004,E02001512,130
E02001514,Barnsley 006,Barnsley 004,E02001512,13
E02001515,Barnsley 007,Barnsley 004,E02001512,83
E02001516,Barnsley 008,Barnsley 004,E02001512,10
E02001517,Barnsley 009,Barnsley 004,E02001512,32
E02001518,Barnsley 010,Barnsley 004,E02001512,70
E02001519,Barnsley 011,Barnsley 004,E02001512,22
E02001520,Barnsley 012,Barnsley 004,E02001512,67
E02001521,Barnsley 013,Barnsley 004,E02001512,40
E02001522,Barnsley 014,Barnsley 004,E02001512,7
E02001523,Barnsley 015,Barnsley 004,E02001512,29
E02001524,Barnsley 016,Barnsley 004,E02001512,13
E02001525,Barnsley 017,Barnsley 004,E02001512,27
E02001526,Barnsley 018,Barnsley 004,E02001512,11
E02001527,Barnsley 019,Barnsley 004,E02001512,19
E02001528,Barnsley 020,Barnsley 004,E02001512,12
E02001529,Barnsley 021,Barnsley 004,E02001512,27
E02001530,Barnsley 022,Barnsley 004,E02001512,6
E02001531,Barnsley 023,Barnsley 004,E02001512,13
E02001532,Barnsley 024,Barnsley 004,E02001512,11
E02001533,Barnsley 025,Barnsley 004,E02001512,12
E02001534,Barnsley 026,Barnsley 004,E02001512,14
E02001535,Barnsley 027,Barnsley 004,E02001512,15
E02001536,Barnsley 028,Barnsley 004,E02001512,12
E02001537,Barnsley 029,Barnsley 004,E02001512,14
E02001538,Barnsley 030,Barnsley 004,E02001512,18
E02001547,Doncaster 009,Barnsley 004,E02001512,2
E02001550,Doncaster 012,Barnsley 004,E02001512,1
E02001552,Doncaster 014,Barnsley 004,E02001512,1
E02001558,Doncaster 020,Barnsley 004,E02001512,1
E02001564,Doncaster 026,Barnsley 004,E02001512,1
E02001565,Doncaster 027,Barnsley 004,E02001512,1
E02001566,Doncaster 028,Barnsley 004,E02001512,1
E02001571,Doncaster 033,Barnsley 004,E02001512,1
E02001572,Doncaster 034,Barnsley 004,E02001512,2
E02001578,Rotherham 001,Barnsley 004,E02001512,1
E02001579,Rotherham 002,Barnsley 004,E02001512,1
E02001580,Rotherham 003,Barnsley 004,E02001512,1
E02001592,Rotherham 015,Barnsley 004,E02001512,1
E02001594,Rotherham 017,Barnsley 004,E02001512,1
E02001595,Rotherham 018,Barnsley 004,E02001512,2
E02001598,Rotherham 021,Barnsley 004,E02001512,1
E02001600,Rotherham 023,Barnsley 004,E02001512,2
E02001607,Rotherham 030,Barnsley 004,E02001512,1
E02001612,Sheffield 002,Barnsley 004,E02001512,2
E02001613,Sheffield 003,Barnsley 004,E02001512,1
E02001614,Sheffield 004,Barnsley 004,E02001512,3
E02001615,Sheffield 005,Barnsley 004,E02001512,3
E02001616,Sheffield 006,Barnsley 004,E02001512,2
E02001618,Sheffield 008,Barnsley 004,E02001512,1
E02001619,Sheffield 009,Barnsley 004,E02001512,3
E02001622,Sheffield 012,Barnsley 004,E02001512,1
E02001624,Sheffield 014,Barnsley 004,E02001512,1
E02001630,Sheffield 020,Barnsley 004,E02001512,2
E02001632,Sheffield 022,Barnsley 004,E02001512,2
E02001633,Sheffield 023,Barnsley 004,E02001512,1
E02001634,Sheffield 024,Barnsley 004,E02001512,1
E02001636,Sheffield 026,Barnsley 004,E02001512,1
E02001638,Sheffield 028,Barnsley 004,E02001512,2
E02001643,Sheffield 033,Barnsley 004,E02001512,1
E02001663,Sheffield 053,Barnsley 004,E02001512,2
E02006844,Sheffield 074,Barnsley 004,E02001512,2
E02001509,Barnsley 001,Barnsley 005,E02001513,26
E02001510,Barnsley 002,Barnsley 005,E02001513,20
E02001511,Barnsley 003,Barnsley 005,E02001513,23
E02001512,Barnsley 004,Barnsley 005,E02001513,118
E02001513,Barnsley 005,Barnsley 005,E02001513,291
E02001514,Barnsley 006,Barnsley 005,E02001513,16
E02001515,Barnsley 007,Barnsley 005,E02001513,60
E02001516,Barnsley 008,Barnsley 005,E02001513,34
E02001517,Barnsley 009,Barnsley 005,E02001513,35
E02001518,Barnsley 010,Barnsley 005,E02001513,64
E02001519,Barnsley 011,Barnsley 005,E02001513,41
E02001520,Barnsley 012,Barnsley 005,E02001513,90
E02001521,Barnsley 013,Barnsley 005,E02001513,55
E02001522,Barnsley 014,Barnsley 005,E02001513,14
E02001523,Barnsley 015,Barnsley 005,E02001513,21
E02001524,Barnsley 016,Barnsley 005,E02001513,24
E02001525,Barnsley 017,Barnsley 005,E02001513,24
E02001526,Barnsley 018,Barnsley 005,E02001513,23
E02001527,Barnsley 019,Barnsley 005,E02001513,35
E02001528,Barnsley 020,Barnsley 005,E02001513,40
E02001529,Barnsley 021,Barnsley 005,E02001513,19
E02001530,Barnsley 022,Barnsley 005,E02001513,12
E02001531,Barnsley 023,Barnsley 005,E02001513,16
E02001532,Barnsley 024,Barnsley 005,E02001513,27
E02001533,Barnsley 025,Barnsley 005,E02001513,10
E02001534,Barnsley 026,Barnsley 005,E02001513,11
E02001535,Barnsley 027,Barnsley 005,E02001513,10
E02001536,Barnsley 028,Barnsley 005,E02001513,17
E02001537,Barnsley 029,Barnsley 005,E02001513,17
E02001538,Barnsley 030,Barnsley 005,E02001513,10
E02001541,Doncaster 003,Barnsley 005,E02001513,2
E02001545,Doncaster 007,Barnsley 005,E02001513,1
E02001553,Doncaster 015,Barnsley 005,E02001513,1
E02001554,Doncaster 016,Barnsley 005,E02001513,1
E02001557,Doncaster 019,Barnsley 005,E02001513,3
E02001558,Doncaster 020,Barnsley 005,E02001513,2
E02001559,Doncaster 021,Barnsley 005,E02001513,1
E02001561,Doncaster 023,Barnsley 005,E02001513,1
E02001565,Doncaster 027,Barnsley 005,E02001513,1
E02001569,Doncaster 031,Barnsley 005,E02001513,3
E02001570,Doncaster 032,Barnsley 005,E02001513,1
E02001571,Doncaster 033,Barnsley 005,E02001513,3
E02001573,Doncaster 035,Barnsley 005,E02001513,3
E02001574,Doncaster 036,Barnsley 005,E02001513,1
E02001575,Doncaster 037,Barnsley 005,E02001513,1
E02001578,Rotherham 001,Barnsley 005,E02001513,3
E02001579,Rotherham 002,Barnsley 005,E02001513,6
E02001580,Rotherham 003,Barnsley 005,E02001513,1
E02001582,Rotherham 005,Barnsley 005,E02001513,2
E02001583,Rotherham 006,Barnsley 005,E02001513,2
E02001584,Rotherham 007,Barnsley 005,E02001513,3
E02001587,Rotherham 010,Barnsley 005,E02001513,1
E02001588,Rotherham 011,Barnsley 005,E02001513,3
E02001592,Rotherham 015,Barnsley 005,E02001513,1
E02001593,Rotherham 016,Barnsley 005,E02001513,2
E02001595,Rotherham 018,Barnsley 005,E02001513,1
E02001597,Rotherham 020,Barnsley 005,E02001513,1
E02001598,Rotherham 021,Barnsley 005,E02001513,1
E02001600,Rotherham 023,Barnsley 005,E02001513,1
E02001604,Rotherham 027,Barnsley 005,E02001513,2
E02001608,Rotherham 031,Barnsley 005,E02001513,1
E02001611,Sheffield 001,Barnsley 005,E02001513,3
E02001612,Sheffield 002,Barnsley 005,E02001513,1
E02001613,Sheffield 003,Barnsley 005,E02001513,7
E02001614,Sheffield 004,Barnsley 005,E02001513,5
E02001615,Sheffield 005,Barnsley 005,E02001513,3
E02001618,Sheffield 008,Barnsley 005,E02001513,1
E02001621,Sheffield 011,Barnsley 005,E02001513,2
E02001622,Sheffield 012,Barnsley 005,E02001513,1
E02001623,Sheffield 013,Barnsley 005,E02001513,1
E02001625,Sheffield 015,Barnsley 005,E02001513,3
E02001627,Sheffield 017,Barnsley 005,E02001513,2
E02001629,Sheffield 019,Barnsley 005,E02001513,1
E02001631,Sheffield 021,Barnsley 005,E02001513,1
E02001634,Sheffield 024,Barnsley 005,E02001513,2
E02001636,Sheffield 026,Barnsley 005,E02001513,1
E02001638,Sheffield 028,Barnsley 005,E02001513,2
E02001639,Sheffield 029,Barnsley 005,E02001513,2
E02001640,Sheffield 030,Barnsley 005,E02001513,1
E02001642,Sheffield 032,Barnsley 005,E02001513,2
E02001647,Sheffield 037,Barnsley 005,E02001513,1
E02001651,Sheffield 041,Barnsley 005,E02001513,1
E02001653,Sheffield 043,Barnsley 005,E02001513,1
E02001654,Sheffield 044,Barnsley 005,E02001513,1
E02001656,Sheffield 046,Barnsley 005,E02001513,1
E02001657,Sheffield 047,Barnsley 005,E02001513,1
E02001661,Sheffield 051,Barnsley 005,E02001513,2
E02001666,Sheffield 056,Barnsley 005,E02001513,1
E02001669,Sheffield 059,Barnsley 005,E02001513,1
E02001670,Sheffield 060,Barnsley 005,E02001513,1
E02001673,Sheffield 063,Barnsley 005,E02001513,1
E02001675,Sheffield 065,Barnsley 005,E02001513,2
E02001678,Sheffield 068,Barnsley 005,E02001513,2
E02001681,Sheffield 071,Barnsley 005,E02001513,1
E02006803,Sheffield 072,Barnsley 005,E02001513,1
E02006843,Sheffield 073,Barnsley 005,E02001513,1
E02001509,Barnsley 001,Barnsley 006,E02001514,31
E02001510,Barnsley 002,Barnsley 006,E02001514,41
E02001511,Barnsley 003,Barnsley 006,E02001514,102
E02001512,Barnsley 004,Barnsley 006,E02001514,22
E02001513,Barnsley 005,Barnsley 006,E02001514,21
E02001514,Barnsley 006,Barnsley 006,E02001514,367
E02001515,Barnsley 007,Barnsley 006,E02001514,36
E02001516,Barnsley 008,Barnsley 006,E02001514,86
E02001517,Barnsley 009,Barnsley 006,E02001514,43
E02001518,Barnsley 010,Barnsley 006,E02001514,29
E02001519,Barnsley 011,Barnsley 006,E02001514,42
E02001520,Barnsley 012,Barnsley 006,E02001514,18
E02001521,Barnsley 013,Barnsley 006,E02001514,36
E02001522,Barnsley 014,Barnsley 006,E02001514,21
E02001523,Barnsley 015,Barnsley 006,E02001514,36
E02001524,Barnsley 016,Barnsley 006,E02001514,14
E02001525,Barnsley 017,Barnsley 006,E02001514,13
E02001526,Barnsley 018,Barnsley 006,E02001514,24
E02001527,Barnsley 019,Barnsley 006,E02001514,11
E02001528,Barnsley 020,Barnsley 006,E02001514,36
E02001529,Barnsley 021,Barnsley 006,E02001514,19
E02001530,Barnsley 022,Barnsley 006,E02001514,16
E02001531,Barnsley 023,Barnsley 006,E02001514,19
E02001532,Barnsley 024,Barnsley 006,E02001514,12
E02001533,Barnsley 025,Barnsley 006,E02001514,14
E02001534,Barnsley 026,Barnsley 006,E02001514,23
E02001535,Barnsley 027,Barnsley 006,E02001514,7
E02001536,Barnsley 028,Barnsley 006,E02001514,18
E02001537,Barnsley 029,Barnsley 006,E02001514,26
E02001538,Barnsley 030,Barnsley 006,E02001514,18
E02001540,Doncaster 002,Barnsley 006,E02001514,7
E02001544,Doncaster 006,Barnsley 006,E02001514,2
E02001545,Doncaster 007,Barnsley 006,E02001514,1
E02001546,Doncaster 008,Barnsley 006,E02001514,2
E02001547,Doncaster 009,Barnsley 006,E02001514,3
E02001548,Doncaster 010,Barnsley 006,E02001514,2
E02001550,Doncaster 012,Barnsley 006,E02001514,1
E02001554,Doncaster 016,Barnsley 006,E02001514,1
E02001556,Doncaster 018,Barnsley 006,E02001514,1
E02001558,Doncaster 020,Barnsley 006,E02001514,3
E02001559,Doncaster 021,Barnsley 006,E02001514,2
E02001560,Doncaster 022,Barnsley 006,E02001514,2
E02001561,Doncaster 023,Barnsley 006,E02001514,1
E02001562,Doncaster 024,Barnsley 006,E02001514,1
E02001565,Doncaster 027,Barnsley 006,E02001514,1
E02001567,Doncaster 029,Barnsley 006,E02001514,3
E02001568,Doncaster 030,Barnsley 006,E02001514,1
E02001569,Doncaster 031,Barnsley 006,E02001514,6
E02001570,Doncaster 032,Barnsley 006,E02001514,2
E02001571,Doncaster 033,Barnsley 006,E02001514,2
E02001573,Doncaster 035,Barnsley 006,E02001514,1
E02001575,Doncaster 037,Barnsley 006,E02001514,1
E02001576,Doncaster 038,Barnsley 006,E02001514,2
E02001578,Rotherham 001,Barnsley 006,E02001514,8
E02001579,Rotherham 002,Barnsley 006,E02001514,7
E02001580,Rotherham 003,Barnsley 006,E02001514,3
E02001581,Rotherham 004,Barnsley 006,E02001514,2
E02001582,Rotherham 005,Barnsley 006,E02001514,3
E02001583,Rotherham 006,Barnsley 006,E02001514,2
E02001584,Rotherham 007,Barnsley 006,E02001514,1
E02001586,Rotherham 009,Barnsley 006,E02001514,3
E02001588,Rotherham 011,Barnsley 006,E02001514,3
E02001589,Rotherham 012,Barnsley 006,E02001514,1
E02001590,Rotherham 013,Barnsley 006,E02001514,1
E02001591,Rotherham 014,Barnsley 006,E02001514,2
E02001592,Rotherham 015,Barnsley 006,E02001514,4
E02001596,Rotherham 019,Barnsley 006,E02001514,1
E02001597,Rotherham 020,Barnsley 006,E02001514,1
E02001598,Rotherham 021,Barnsley 006,E02001514,1
E02001600,Rotherham 023,Barnsley 006,E02001514,2
E02001602,Rotherham 025,Barnsley 006,E02001514,3
E02001604,Rotherham 027,Barnsley 006,E02001514,1
E02001605,Rotherham 028,Barnsley 006,E02001514,5
E02001606,Rotherham 029,Barnsley 006,E02001514,2
E02001607,Rotherham 030,Barnsley 006,E02001514,1
E02001609,Rotherham 032,Barnsley 006,E02001514,1
E02001610,Rotherham 033,Barnsley 006,E02001514,2
E02001612,Sheffield 002,Barnsley 006,E02001514,2
E02001613,Sheffield 003,Barnsley 006,E02001514,1
E02001614,Sheffield 004,Barnsley 006,E02001514,2
E02001616,Sheffield 006,Barnsley 006,E02001514,1
E02001618,Sheffield 008,Barnsley 006,E02001514,1
E02001621,Sheffield 011,Barnsley 006,E02001514,1
E02001623,Sheffield 013,Barnsley 006,E02001514,1
E02001624,Sheffield 014,Barnsley 006,E02001514,1
E02001626,Sheffield 016,Barnsley 006,E02001514,1
E02001627,Sheffield 017,Barnsley 006,E02001514,1
E02001632,Sheffield 022,Barnsley 006,E02001514,1
E02001634,Sheffield 024,Barnsley 006,E02001514,1
E02001635,Sheffield 025,Barnsley 006,E02001514,1
E02001637,Sheffield 027,Barnsley 006,E02001514,2
E02001639,Sheffield 029,Barnsley 006,E02001514,3
E02001643,Sheffield 033,Barnsley 006,E02001514,1
E02001646,Sheffield 036,Barnsley 006,E02001514,3
E02001650,Sheffield 040,Barnsley 006,E02001514,2
E02001652,Sheffield 042,Barnsley 006,E02001514,3
E02001653,Sheffield 043,Barnsley 006,E02001514,1
E02001654,Sheffield 044,Barnsley 006,E02001514,1
E02001657,Sheffield 047,Barnsley 006,E02001514,2
E02001659,Sheffield 049,Barnsley 006,E02001514,1
E02001661,Sheffield 051,Barnsley 006,E02001514,1
E02001662,Sheffield 052,Barnsley 006,E02001514,1
E02001664,Sheffield 054,Barnsley 006,E02001514,1
E02001665,Sheffield 055,Barnsley 006,E02001514,1
E02001672,Sheffield 062,Barnsley 006,E02001514,1
